Page,Title,Type,Location,Size,Price,Links,Description
4,Apartment for sale 170m in Emmar Mivida New Cairo,Apartments,New Cairo,170 M²,"7,523,888EGP",https://aqarmap.com.eg/en/listing/2730635-projects-mivida,"Mivida New Cairo is a unique architectural experience provided by Emaar Misr to its customers in Egypt.As it is an integrated community that offers all amenities and luxury, the project is established in accordance with top of the line international standards and internationally approved sustainability policies.Details of Mivida New CairoMivida is also the first environmentally friendly compound in New Cairo, inspired by city designs in California State in the United States of America. The area of ​​the Mivida Compound in New Cairo is approximately 860 acres, with a large percentage of greenery areas. The project includes various residential units, private villas, apartments, studios, apartments with a garden, twin houses and administrative offices, with different spaces for each type that suit all the needs of families, individuals and companies.With a high level of professionalism, Emaar Misr brought out this project in New Cairo, with a set of distinguished services and distinctive styles.In addition to the Boulevard area, international shopping area, there is a wide range of the most luxurious shopping stores in Mivida, in addition many entertainment areas.Real Estate Developer of Mivida CompoundMivida Compound in New Cairo is owned by Emaar Misr, one of the leading companies in the field of construction and urban development in Egypt and the Arab world, with branches in many Arab countries, America and Europe.Emaar Misr was founded in Egypt in 1997 and started to rise up as a main partner in the largest urban projects, and became one of the most important real estate developers in Egypt.The company has won many awards in recognition of its successes in residential and other projects, including the AL-Kotla Al Zahabiya Award for the best international site plan in 2015, and many other real estate awardsEmaar Misr is also one of the most important companies that have a prominent societal role, especially towards the housing crisis, as it launched in 2018 Beyout Al-Khair project, whose first phase of restoration and rehabilitation of 1,000 housing units ended, and its second phase was launched to contain more units for upcoming generations.Previous Works of the Developing CompanyEmaar Misr has launched many luxurious projects in Egypt, through which it was able to gain the confidence of customers, and portray a wonderful image as one of the most important real estate developers in Egypt in the past years. The company has constructed many projects in Lebanon, the U.A.E, India, Morocco and Pakistan. Among the most important works of Emaar are:-Cairo Gate in Sheikh Zayed compound-Uptown Cairo Mokattam compound-Marassi North Coast-Mivida Fifth SettlementLocation of Mivida Compound Mivida Compound is located in the heart of New Cairo, directly on 90th Street near the American University, and about 20 minutes away from Cairo International Airport, Suez Road, and Ain Sokhna Road.Areas of Units in Mivida New Cairo-The areas of the apartments start from 191 square meters up to 229 square meters, 230, 233 square meters and 244 square meters-Twin houses areas start from 277 square meters up to 285 square meters, 331 square meters and 348 square meters-The areas of villas start from 331, 500 square meters, 511 square meters, 521 square meters, 738 square meters, 739 square meters, 770 square meters and 779 square metersDesign of Mivida New Cairo Mivida Compound New Cairo was designed to include four different areas; each area enjoys its own features and components. The twin house area is surrounded by gardens and has a private club, hotel and medical center, with a variety of residential apartments, administrative offices and schools.As for the villas areas, it has an industrial lake area with luxurious villas, shopping complex, a sports club, an international school and a medical center.The apartment’s area is characterized by an industrial lake in the middle of buildings in addition to a commercial shopping center, a medical center, a school and commercial units.An area in the compound was designated for the administrative units, separate from the rest of the areas, including a parking lot, a security center, large commercial complex, a lake, and a medical center.Services of Mivida Compound As it puts the customer as its top priority, Emaar Misr has been distinguished in providing the most luxurious services within its various projects, whether tourism, residential, administrative and commercial projects. Mivida Compound in New Cairo: many services come with an European taste that is designed to make life within Mivida Compound more easy, elegant and luxurious.The most important services offered by Mivida compound are:-Green areas-A clubhouse that is regarded as an ideal place for relaxation and comfort-A gym designed to accommodate all kinds of individual and team sports as well as social activities-A global commercial area, which is the Boulevard area, that offers shops of all international brands-A private area of ​​lakes with a wide range of activities for families in addition to stunning views that offer an exceptional outdoor experience-International schools of all kinds, the most famous of which are Repton British School & ESNK German School-Eterna Medical Center, the first medical center in Egypt that combines a hospital and multi-specialty clinics, in addition to medical laboratories and pharmacies-Walking, running and cycling routes-Garages for all units-Large parking lots-Public facilities at the highest level of efficiency and quality-A central park on an area of ​​30 acres to suit all residentsPrices of Units at Mivida New CairoPrices of units in Mivida are:-Studio: The price per square meter starts from EGP 30,000 up to EGP 35,000 -Offices: The price per square meter starts from EGP 9,000-Residential apartments: the price per square meter starts from EGP 28,000 up to EGP 35,000-An apartment with a garden: the price per square meter starts from EGP 46,000 and up to EGP 55,000-Twin House: The price per square meter starts from EGP 34,000 up EGP 40,000.-Private villas: the price per square meter starts from EGP 50,000 up to EGP 60,000-I villa: the price per square meter starts from EGP 42,000 and reaches EGP 50,000Payment System in Mivida Compound, New CairoYour decision to purchase and invest in Mivida Compound is the best promising investment opportunity at present especially with the inauguration of the New Administrative Capital next year, and the beginning of transferring employees who will need units that are nearby the capital, and New Cairo in the nearest cities to the Administrative Capital.There are many payment systems for the units of the Mivida project that suit every customer, where the reservation starts from 5% and a payment period of 8 years."
4,Shop 70m for sale Capital mall Zayed,Stores,El Sheikh Zayed,70 M²,"3,500,000EGP",https://aqarmap.com.eg/en/listing/2800043-projects-capital-mall,"Capital Zayed Mall: Your Project is Near Your Target AudienceSheikh Zayed includes many residential compounds, which are inhabited by many families from the middle, above-middle and high-end classes. Therefore, the city is the perfect place to build investment commercial centers and malls. Capital Mall is one of the latest malls in Sheikh Zayed, and includes commercial units and various shops.El Manara Developments is the developer of the Capital Mall and is a prestigious company in the field of real estate development. The Company has previous large projects in the 6th of October and Sheikh Zayed. Given the Company's extensive experience in this field, it has managed to attract businessmen and investors to buy commercial and administrative units in the Mall.Commercial Facades and Distinctive Services in Capital MallThe Capital Mall has luxurious commercial facades capable of attracting the attention of the visitors to the area. So, the demand for the Mall's shops and stores would be increazed . The Mall also provides many entertainment services, which ensure that customers will enjoy and spend quality time. The owner company targets to make Capital Mall the first shopping destination for the residents of Sheikh Zayed City, 6 October City and the surrounding areas.Details About Capital MallEl Manara Developments Company has provided a new concept for commercial malls, as it provides the latest interior designs, attractive decorations, and ease of transportation within the Mall. The Company also provides all the basic and recreational services to provide an enjoyable purchasing experience for the customers.El Manara Developments Company chose a privileged location to establish the Mall near high-end residential compounds inhabited by thousands. These compounds include Karma Compound and El Yasmeen Compound. The Mall is also close to Zayed Main Park and Sawiris Towers.Capital Mall includes commercial and administrative units of multiple areas to suit the needs of all small, medium and large companies. There are also retail areas and large spaces that fit all international and local brands.Capital Mall extends over an area of ​​2,400 square meters. The building area occupies 25% of the total mall area, and green spaces, basic and recreational services occupy the rest of the area. El Manara Developments has provided many distinctive services in the Mall to attract customers and increase the profits of investors. The Mall includes a kids area, electric elevators, cleaning services, and periodic maintenance throughout the Mall. There are also private garages for cars of visitors, security services, and protection systems.The Real Estate Developer of Capital MallEl Manara Developments is a reputable and pioneering Egyptian company in the field of real estate investment and development. The Company aspires to change the concept of commercial, administrative and residential projects in Egypt, and to leave an imprint in the field of investment. The Company has a long experience of more than 20 years in the Egyptian market. During these long years, it has managed to maintain its main values ​​and objectives, i.e. credibility, development, teamwork, diversity and providing huge investment returns to business owners.El Manara Developments is concerned with the satisfaction of its customers, so it targets to deliver all units on time without any delay. The Company uses all high-quality building materials to provide the best investment projects with administrative and commercial units.Previous Developments of El Manara Developments CompanyEl Manara Company uses the best experts, engineers and workers to design and develop its residential and commercial projects. The Company provides high-end projects and integrated resorts with all basic and recreational services, including: Green Land Compound in the 6th of October City.Location of Capital Mall in Sheikh ZayedCapital Mall occupies a prime location near main roads, high-end residential compounds, and near the most important modern projects in Sheikh Zayed City. The Mall is specifically located in the fifth district of Sheikh Zayed City, next to Karma 2 Compound, Zayed Main Park and Al Rabwa Club.Landmarks and Main Roads Near the Capital MallCapital Mall is located near major roads and axes for easy access, such as Nozha Road, 26th of July Axis, and Waslat Dahshur Road. This great location ensures a big audience and more profits for the unit owners in the Mall. The Mall is close to:Cairo University, Sheikh Zayed BranchGlobal Care HospitalZayed Dunes CompoundRiviera CityAl Moez MallRabwah ClubAmericana Plaza MallAl Ahly Sporting ClubTypes of Commercial Units and Properties in Capital MallEl Manara Developments has designed the Capital Mall to suit all activities, shops and companies. The Company has provided an integrated administrative commercial center that includes all basic and recreational services. The Mall includes the following types of units:ShopsAdministrative officesRestaurantsCafesAreas of Units in Capital Zayed ProjectEl Manara Developments has provided different areas to suit all commercial activities and needs. The areas vary as follows:Commercial UnitsThere are various areas for shops, as follows:15 square metres35 square metres45 square metres68 square metres70 square metresAdministrative Units and OfficesThe administrative units and offices in the Mall occupy different areas, as follows:90 square metres92 square metres94 square metres104 square metresDesign of Capital Mall in Sheikh Zayed CityEl Manara Capital Mall has the latest designs that combine simplicity and elegance and features a luxurious entrance to receive visitors.Capital Mall consists of a basement, a ground floor, a first floor dedicated to shops, and the second and third floors for administrative offices and a roof. There are elevators and entrances to the administrative floors for easy access and to prevent congestion.Advantages of Capital MallCapital Mall includes a wide range of advantages that attract visitors, including:The prime location is close to important residential and commercial areas and major roads.Wide green spaces outside the Mall to enjoy scenic views during the shopping experience.A private garage that accommodates a large number of cars.Appropriate payment and installment systems offered by El Manara Developments for customers.Luxurious facades add sophistication to the Mall.Services of Capital MallEl Manara Developments offers many luxurious services within the Mall, including:A wide range of restaurants and cafes serve delicious food and beverages.A firefighting and extinguishing system to maintain the safety of visitors to the Mall.Security and control systems and security gates to protect visitors.A Kids area.Electric elevators for easy transportation within the Mall.Periodic maintenance and cleaning services.Wide corridors and luxurious toilets.Entrance and private elevators for administrative units.Hypermarkets and fast food restaurants.The Price Per Square Meter and Unit Price in Capital MallEl Manara Company offers a competitive price to encourage its customers to invest in the Mall. The price of the units varies according to the area, finishing, and the floor in which the unit is located. Also, prices vary from time to time due to changes in the real estate market. So, you can find the latest price update in the table above.Payment Systems for Units in Capital MallThe units are available in a semi-finished system to allow the owners to complete finishes as they like. El Manara Developments offers the payment system as follows:Paying 50% of the total unit price as a down payment, the remaining 50% is paid in installment over 24 months, and 5% is paid as a maintenance deposit."
4,Apartments For sale in Second Neighborhood,Apartments,"الشطر الثاني, زهراء المعادي",100 M²,"1,050,000EGP",https://aqarmap.com.eg/en/listing/3126749-for-sale-cairo-el-maadi-zahraa-el-maadi-second-neighborhood,Apartments For sale in Second Neighborhood
4,Villa for sale 327m in Hyde Park - New Cairo,Villas,New Cairo,327 M²,"11,060,000EGP",https://aqarmap.com.eg/en/listing/2466086-projects-hyde-park-new-cairo,"Hyde Park New Cairo is one of the prominent landmarks in the real estate market in Egypt, as it is the first market to introduce the features of being an integrated city, whether in terms of being carried out on a vast area of ​​1200 acres, and a 350 meters height above sea level, or in terms of services and features it possesses. Details of Hyde Park compound New CairoThe compound is uniquely located in the heart of New Cairo near the city's main streets, close to all important government institutions.What distinguishes the project is the diversity of buildings and the multiplicity of spaces, which provides a greater opportunity to choose from several spaces of units ranging from 99 square meters per unit to 327 square meters to suit all needs and requirements of customers.The Real Estate Developer of Hyde Park New CairoThe project was carried out by Hyde Park Properties for Development, one of the leading companies with expertise in real estate development and investment, especially in New Cairo. The company was established in 2011 with a mission to become Egypt’s most valued developer by revolutionising the real estate market and establishing an environmentally and socially-conscious culture. Working in full force, Hyde Park’s dedicated vision has paid off, as the company continues to affirm its positioning its success stories. Hyde Park is jointly owned by an esteemed consortium of Egyptian investment and development companies and institutions, all of which are well-established and highly credible in the local market. Previously known as “Damac Properties for Development S.A.E” The Company was officially renamed to “Hyde Park Properties for Development (HPD) S.A.E.” in May 2011 and has no current ties with Emirati-based “Damac Properties”.Previous Works of the Real Estate Hyde Park Properties for Development Hyde Park Real Estate Development has a group of previous works that prove their credibility and the company’s ability to develop the most luxurious projects that meet the customers’ needs. The most prominent of these projects are:-Coast 82 north coast-The Address Hyde Park, which is a phase of the Hyde Park projectLocation of Hyde Park CompoundHyde Park Compound is located in the southern 90th Street on one side and the Central Regional Road on the other side. It is only 5 minutes away from the American University in Cairo (AUC) and the Future University in Egypt (FUE).The Fifth Settlement is one of the fastest growing areas in terms of construction rate in Egypt, and is distinguished by its villas and palaces, as well as urban diversity between Roman, Islamic, Pharaonic, and modern architecture.Services of Hyde Park New CairoThe compound contains several services, among of which are:-Vast green spaces, in addition to a 145-acre garden-Swimming pools of different sizes for adults and children-Industrial lakes-24/7 Security and guarding services-Private garages-Recreational areas-Restaurants and cafes-Shopping malls-A large sporting club-Health club, gym, and spa-Meditation and relaxation areas-Jogging and walking tracks, and bike trails-Different types of schools-Specialized clinics and medical centersTypes and Areas of Residential Units in Hyde Park Compound The project was implemented on an area of 1200 feddans. 80% of which were allocated for green spaces and the rest for buildings, facilities, and services, where the units vary among studios, apartments, garden-style apartments, duplexes, penthouses, townhouses, and villas.-Studios, with spaces starting from 99 square meters-Apartments, with spaces ranging from 191 square meters up to 233 square meters-Townhouses, with a space starting from 160 square meters up to 248 square meters-Garden-style apartments, with spaces ranging from 160 SM up to 206 square meters-Penthouses, with spaces starting from 205 SM up to 268 square meters-Duplexes, with spaces starting from 216 SM up to 268 square meters-Twin Houses, with spaces ranging from 279 SM up to 300 square meters-Standalone villas, with spaces ranging from 2016 square meters up to 327 square metersDesigns of Hyde Park New CairoThe Hyde Park compound was designed according to the highest international quality standards. Also, all units of the project overlook a panoramic view of the large garden. Moreover, the units were designed with very creative interior designs that took into account all needs of different types of customers.All housing units will be delivered semi-finished, granting each customer the opportunity to put the final touches to his unit.Prices of Units in Hyde Park New CairoThe company offers various types, spaces and prices of units:-Studio prices start from EGP 1,795,000 up to EGP 2,195,000-Apartment prices start from 2,100,000 up to EGP 3,775,000-Garden-style apartment prices start from 2,850,000 up to EGP 4,160,000-Townhouse prices start from EGP 5,170,000 up to 6,045,000-Penthouse prices start from EGP 3,965,000 up to 5,790,000-Duplex prices start from EGP 3,720,000 up to 4,230,000.-Twin house prices starting from EGP 7,885,000 up to 9,000,000Prices Per Square Meters in Hyde Park CompoundHyde Park Real Estate Development has set competitive price plans for all its units, and the prices vary according to the type and space of the units, as follows:-Studio Units: the price per square meter starts from EGP 18,000 up to EGP 22,000-Apartments: the price per square meter starts from EGP 11,000 up to EGP 20,000-Garden-Style Apartments: the price per square meter starts from EGP 18,000 up to EGP 20,000-Townhouses: he price per square meter starts from EGP 32,000 up to EGP 24,000-Penthouses: the price per SM starts from EGP 19,000 up to 22,000-Duplexes: the price per SM from EGP 15,000 up to 17,000-Twin Houses: the price per SM starts from EGP 28,000 up to 30,000-Standalone Villas: the price per square meter starts from EGP 60,000Payment Systems in Hyde Park New CairoHyde Park Developments company offered easy payment methods suitable for all customers to reserve a unit, either for investment or personal use. The methods are as follows:-10% down payment, while paying the rest in installments over 10 years-All units are to be delivered semi-finished, while delivery will be after three years starting from the date of contract"
4,Apartment 273m with roof 120m for sale - The Icon Residence 2 - New Cairo,Apartments,New Cairo,273 M²,"3,371,550EGP",https://aqarmap.com.eg/en/listing/2807330-projects-The%20Icon%20Residence%202,"The Icon Residence 2 - The Icon Residence 2:The Icon was built on 7 acres. It consists of 12 buildings andDifferent units. It wouldn't be our very modern architectural designIt only affects the way people live in our society, howeverThe way the Egyptians lived, too.Developer:• STYLEHOME was founded in 2002 as a real estate developer.• More than 500,000 five hundred thousand square meters of housingCommercial units were delivered.• We are proud to be the only company in the Delta that has completed its workProjects with different architectural styles.• STYLEHOME is a promising, ambitious company that it hopes to be oneOne of the largest real estate development companies in Egypt for this projectIt represents a new challenge for the company and an opportunity for self-realizationIn light of the competition in the region, this is the first project in NeoCairo.Services:Strip MallClub HouseDay careGym and spaService route (about the project)Water and landscape features moreBusiness hall-security systemChildren's areasMATV (central shower)GeneratorsLocation:Our strategic location in New Cairo,Surrounded by many commercial areas so you have toYou will always be connected to the heart of Cairo.The intersection of South 90 Street with American University Street, the western region of the universitiesPayment systems:10% down payment5% after a year10% upon receipt, and the rest for 8 years15% down payment5% after a year10% upon receipt and the rest over 10 yearsThe Delivery:3 yearsSemi finished"
5,Offices in MU7 30 M² Extra super lux For sale,Offices,"MU7, منطقة الأعمال المركزيه",30 M²,"1,200,000EGP",https://aqarmap.com.eg/en/listing/3108565-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-mwnwryl-twr-y-r-jy-llttwyr-l-qry,Offices in MU7 30 M² Extra super lux For sale
5,Stores Super lux For sale in R1,Stores,"R1, العاصمة الإدارية الجديدة",25 M²,"2,500,000EGP",https://aqarmap.com.eg/en/listing/3108516-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects,Stores Super lux For sale in R1
5,Apartments For sale in Second Neighborhood,Apartments,"الشطر الثاني, زهراء المعادي",130 M²,"1,527,500EGP",https://aqarmap.com.eg/en/listing/3106788-for-sale-cairo-el-maadi-zahraa-el-maadi-second-neighborhood,Apartments For sale in Second Neighborhood
5,"Apartment for sale 240, down payment 117000 EGP, installments over 60 months",Apartments,"الحي الأول, بيت الوطن",240 M²,"1,560,000EGP",https://aqarmap.com.eg/en/listing/3106720-for-sale-cairo-new-cairo-bait-el-watan-first-neighborhood,"Apartment 240 m, front facade, left, nautical, second floor, frequent, near the view zoom, minutes from the administrative capitalThe lowest price per meter - convenient systems for everyoneWith a down payment of 7.5% without interest, in 60 monthsI received an apartment after 18 months, a month from the beginning of the contract,In the most distinguished areas in the first district, Beit El Watan, Fifth Settlement.modern architecture designUnit price 1560000internal division:(Three bedrooms including a master room, dressing room, private bathroom + reception 2 pieces + kitchen + 2 bathrooms)The building is located on a street of 20 m, leading to the services of the neighborhood and the new administrative capital.Sorouh Company is the owner and executor of all its projects in Bait Al Watan.There are no violations at all and they are committed to all the requirements of the device.Delivery of the apartment:A share of the land.Installing a smart home system on the whole house.Slab flat ceilings for easy change of apartment division.Building facades with modern paints that are resistant to weather and moisture factors.Real estate garageElectric garage door.– Alumetal for windows and balconies on the facade.Visible intercom for each apartment.Public surveillance cameras.Central shower.- European lift– Installation and iron gates for architecture.– Entrances and stairs, marble and paints.Air conditioning holders for apartmentsIts internal exchange.The doors of the apartments are armored.- Land scape .Photovoltaic cells.Plumbing and electrical basics.- Rain drainage and equipped air conditioning.home home:Its prime location in New CairoIts building requirements are similar to villas, as the project consists of a ground floor + 3 repeated floorsDistinguished neighborhood division, as each neighborhood has its own integrated services area and the presence of large green spaces within each neighborhoodClose to the best clubs (Al-Ahly, Al-Jazira, Al-Shorta, Platinum Club, and Wadi Degla Club)Bait Al Watan is considered one of the best residential and investment areas in New CairoEasy access to any other residential area inside or outside the Fifth SettlementBait Al Watan area in the Fifth Settlement, surrounded to the north by Suez Road and Nawras HouseTo the east, a group of compounds, including Palm Hills, Mountain View, Al Marasem, and Hilo Park, in addition to the Middle Ring Road and the New Administrative Capital.The largest service areas in the view zone in Beit Al Watan neighborhoodMinutes from North Ninety Street.The project is close to Al Rehab and Madinaty.Entrance from Mohammed bin Zayed Road and the monorail coming from the new administrative capital.- Minutes from Al Ahly Club and Wadi Degla Platinum.Work is underway and the actual implementation of the projects."
5,Apartments For sale in Investors Area,Apartments,"منطقة المستثمرين, العاصمة الإدارية الجديدة",173 M²,"2,000,000EGP",https://aqarmap.com.eg/en/listing/3102080-for-sale-cairo-new-administrative-capital-mntq-lmstthmryn,Apartments For sale in Investors Area
5,Storage For sale in Industrial zone,Storage,"المنطقة الصناعية, القاهرة الجديدة - التجمع الخامس",5060 M²,"30,000,000EGP",https://aqarmap.com.eg/en/listing/3132546-for-sale-cairo-new-cairo-el-maantiqah-el-sinaiyyah,Storage For sale in Industrial zone
5,Apartments For Sale in New Fustat City,Apartments,"الفسطاط الجديدة, الفسطاط",120 M²,"1,128,000EGP",https://aqarmap.com.eg/en/listing/3066847-for-sale-cairo-downtown-el-fostat-lfstt-ljdyd,Apartments For Sale in New Fustat City
5,Apartments For sale in Second Neighborhood,Apartments,"الشطر الثاني, زهراء المعادي",132 M²,"1,419,000EGP",https://aqarmap.com.eg/en/listing/3075697-for-sale-cairo-el-maadi-zahraa-el-maadi-second-neighborhood,Apartments For sale in Second Neighborhood
5,For Sale - Apartments 176 M² Semi Finished in New Fustat City,Apartments,"الفسطاط الجديدة, الفسطاط",176 M²,"1,980,000EGP",https://aqarmap.com.eg/en/listing/3025225-for-sale-cairo-downtown-el-fostat-lfstt-ljdyd,For Sale - Apartments 176 M² Semi Finished in New Fustat City
5,For Sale - Separate Villa 343 M² Semi Finished,Separate Villa,"كمبوند بالشيخ زايد, كمبوند بالشيخ زايد",343 M²,"3,780,700EGP",https://aqarmap.com.eg/en/listing/3015998-for-sale-cairo-el-sheikh-zayed-city-compounds-in-sheikh-zayed-compounds-in-el-sheikh-zayed,For Sale - Separate Villa 343 M² Semi Finished
5,Apartments For sale in District 5 Compound - Marakez,Apartments,"كمبوند ديستريكت 5 - مراكز للتطوير, كمبوند بالتجمع الخامس",154 M²,"3,500,000EGP",https://aqarmap.com.eg/en/listing/3111659-for-sale-cairo-new-cairo-compounds-district-5,
5,Stores For sale in Pyramids Mall,Stores,"بيراميدز مول, مشاريع تجارية بالعاصمة الإدارية الجديدة",25 M²,"2,500,000EGP",https://aqarmap.com.eg/en/listing/3075351-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-myj-twr-mdn-llttwyr,Stores For sale in Pyramids Mall
5,Corporate Branch 33 M² For Sale in Downtown,Corporate Branch,"الداون تاون, العاصمة الإدارية الجديدة",33 M²,"1,452,000EGP",https://aqarmap.com.eg/en/listing/3030233-for-sale-cairo-new-administrative-capital-ldwn-twn,Corporate Branch 33 M² For Sale in Downtown
5,Separate Villa 300 M² Semi Finished in Compounds In El Sheikh Zayed,Separate Villa,"Compounds In El Sheikh Zayed, Compounds in Sheikh Zayed",343 M²,"3,600,000EGP",https://aqarmap.com.eg/en/listing/3016051-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-kmbwnd-mwntny-yfrst-fyw-llttwyr-l-qry,Separate Villa For Sale in Compounds In El Sheikh Zayed with size 300 M² View Main Street
6,Apartments For sale in Avalon,Offices,"افالون, مشاريع تجارية بالعاصمة الإدارية الجديدة",64 M²,"2,105,000EGP",https://aqarmap.com.eg/en/listing/3108821-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-flwn,Apartments For sale in Avalon
6,"Apartment for sale in Fifth Settlement, immediate receipt, in installments over 7 years, in Galleria Compound",Apartments,"كمبوند جاليريا مون فالي - العربية القابضة, كمبوند بالتجمع الخامس",125 M²,"2,206,000EGP",https://aqarmap.com.eg/en/listing/3080960-for-sale-cairo-new-cairo-compounds-galleria-moon-valley,"Apartment in the finest areas of the Fifth Settlement in Galleria Moon ValleyApartment area: 125 square metersWith 25 % Down Payment And 7 years Installments Without Interestimmediate receipt - Price 2,206,000 EGPConsisting of :- 2 bedrooms- bathroom- a kitchen- Reception 3 piecesCompound services:- The compound is integrated with services and facilities, and more than one stage has been delivered- Club and service complex and track for walking and running and track for bikes- Parking under the buildings- Construction percentage: 18%- Swimming pools and artificial lakes- An integrated life located in the Galleria compound"
6,Separate Villa 305 M² Semi Finished in Moon Hills,Separate Villa,"مون هيلز, كمبوند في ٦ اكتوبر",305 M²,"3,000,000EGP",https://aqarmap.com.eg/en/listing/3024051-for-sale-cairo-6th-of-october-compounds-mwn-hylz,Separate Villa 305 M² Semi Finished in Moon Hills
6,Apartments For sale in Northern Tourist Expansions,Apartments,"الحي 300, التوسعات الشمالية",175 M²,"980,000EGP",https://aqarmap.com.eg/en/listing/3186529-for-sale-cairo-6th-of-october-el-tawsaat-el-shamalya-lhy-300,Apartments  For sale in Northern Tourist Expansions
6,Clinic 50m for sale in compound kattameya gate with 7 years installments,Clinics,Kattameya,50 M²,"1,400,000EGP",https://aqarmap.com.eg/en/listing/2920294-projects-kattameya-gate,"Description:Kattameya gate is one of the newest projects of Memaar Al Morshedy in a new addition to the attributes of the architecture market in Egypt, at which the company is constructing it over an area of 43,700 m2, Kattameya Gate provides the concept of perfectness in the elements of building and construction as it is a residential and commercial complex which is located in a unique location in Kattameya and was designed by one of the most talented designers VDP with the latest international design trends to make the complex provide 2 floors as a parking, a commercial ground floor, and 11 repeated floors with a total of 2,479 residential units that varies from 47 m up to 156 m.Kattameya Gate provides the concept of perfection in the elements of building and construction as it is a residential and commercial complex. It provides 2 floors of underground parking, commercial ground floor, and 11 repeated floors with a total of 330 Medical units & 577 Admin units that start from 50 m2.Developer:In 1983, Mohamad Morshedy established Memaar Al Morshedy Company with a clear business strategy to penetrate the real estate development industry. Mr. Al Morshedy employed a strong team of like-minded engineers, who later became known as Degla Real Estate Development, the mainstay of Mithaq Al Morshedy.In the early years, Memaar Al Morshedy launched several multi-family apartment buildings in the Maadi area. Each of these residences offered a unique style and design that has stood the test of time.Memaar Al Morshedy projects presents a new concept of living that provides integrated development projects that combine residential, administrative and commercial buildings in one place to help our customers enjoy a more comfortable lifeLocation:Kattameya Gate is located in a privileged area of the Kattameya district, near from Kattameya road - Ain Sukhna and the Ring Road in front of other masterpiece carried out by Memaar Al Morshedy architecture that you will see yourself “One Kattameya “project.The location allows its resident's easy access to the main roads in Cairo in a few minutes to reach: The fifth statement, Maadi, Nasr City, Heliopolis, Cairo International Airport, The 6th of October City.Residential Payment facilities:7% down paymentInstallments over 90 monthsMonthly installments starting from EGP 3,650Kattameya Business Gate & Kattameya Medical Gate:5% down payment7 Years installment planDown payment starts from EGP 70,000Amenities & Services:Kattameya Gate owners have access to a full range of exclusive services and amenities that include the following: Wellness Fitness Center Spa Restaurants and Cafe Pool and Pool Lounge Concierge Services Security Gym Retail shopsBusiness & Medical  Reception Waiting area Common meeting rooms Facility Management Property Management  Sky Lounge Electricity Generator Conference Room Gym parkingIn Kattameya Gate ... Everything you need, only a few steps from your Home."
