Page,Title,Company_name,Address,Description,Links
122,Senior Electrical Engineer - Technical Office,Next Home ,"Mokattam, Cairo, Egypt ",Full Time | Experienced | 5 - 7 Yrs of Exp | Creative/Design/Art | Engineering - Mechanical/Electrical | Electrical | Electrical Engineering | Engineering | Information Technology (IT) | Navisworks | AutoCAD | Revit,https://wuzzuf.net/jobs/p/h1TVzkw314uX-Senior-Electrical-Engineer---Technical-Office-Next-Home-Cairo-Egypt?o=1826&l=sp&t=sj&a=search-v3|hpb
122,Financial Manager,Confidential ,"Cairo, Egypt ",Full Time | Manager | 10+ Yrs of Exp | Accounting/Finance | Bank transactions | Financial Management | Taxes | Financial Analysis | Accounting,https://wuzzuf.net/jobs/p/v8BrJMh4uS8s-Financial-Manager-Cairo-Egypt?o=1827&l=sp&t=sj&a=search-v3|hpb
122,Social Media Specialist,LMO Vidukation ,"Mohandessin, Giza, Egypt ",Full Time | Entry Level | 1 - 2 Yrs of Exp | Writing/Editorial | Marketing/PR/Advertising | Media/Journalism/Publishing | Social Media | E-Marketing | Marketing | Writing | Advertising | Digital Media Sales | Media Buying,https://wuzzuf.net/jobs/p/eGcnEspDmYB2-Social-Media-Specialist-LMO-Vidukation-Giza-Egypt?o=1828&l=sp&t=sj&a=search-v3|hpb
122,Vendor Acquisition Supervisor,My Mall ,"Cairo, Egypt ",Full Time | Manager | 3 - 5 Yrs of Exp | Business Development | Marketing/PR/Advertising | Sales/Retail | business | Business Development | Communication | Microsoft Office | Management | Recruitment | Sales,https://wuzzuf.net/jobs/p/lsUlj5OQmi6U-Vendor-Acquisition-Supervisor-My-Mall-Cairo-Egypt?o=1829&l=sp&t=sj&a=search-v3|hpb
122,Senior Digital Analyst,OSN ,"6th of October, Giza, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Marketing/PR/Advertising | Analyst/Research | Media/Journalism/Publishing | Digital Marketing | Digital | Analysis | media | Adobe Photoshop | Social Media | SEO,https://wuzzuf.net/jobs/p/S7FlBMF1uGsN-Senior-Digital-Analyst-OSN-Giza-Egypt?o=1830&l=sp&t=sj&a=search-v3|hpb
123,Talent Acquisition Manager,Virtual Worker Now ,"Cairo, Egypt ",Full Time | Work From HomeExperienced | 2+ Yrs of Exp | Human Resources | Recruitment | Human Resources (HR) | Talent acquisition | Interviewing | Talent | Acquisition | English,https://wuzzuf.net/jobs/p/U768Zs4i1UBl-Talent-Acquisition-Manager-Virtual-Worker-Now-Cairo-Egypt?o=1831&l=sp&t=sj&a=search-v3|hpb
123,Web Developer,ASAP Systems ,"Cairo, Egypt ",Full Time | Experienced | 2 - 2 Yrs of Exp | Engineering - Telecom/Technology | Web Development | React.js | Node.js | HTML5 | JavaScript | MySQL | CMS,https://wuzzuf.net/jobs/p/8ROco3atXYyn-Web-Developer-ASAP-Systems-Cairo-Egypt?o=1832&l=sp&t=sj&a=search-v3|hpb
123,Mechanical Procurement Engineer- Constructions Field,Confidential ,"Dokki, Giza, Egypt ",Full Time | Experienced | 7 - 10 Yrs of Exp | Purchasing/Procurement | Engineering - Mechanical/Electrical | Mechanical Engineering | Procurement | Negotiation | Engineering | Construction | English | Arabic,https://wuzzuf.net/jobs/p/ukHzLwc7luVm-Mechanical-Procurement-Engineer--Constructions-Field-Giza-Egypt?o=1833&l=sp&t=sj&a=search-v3|hpb
123,Senior Digital Marketing - Real Estate,El Khalifa group ,"Hadayek Alahram, Giza, Egypt ",Full Time | Experienced | 5+ Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Digital Marketing | Digital | Online Marketing | Marketing Campaigns | Marketing | SEO | Social Media | E-Marketing,https://wuzzuf.net/jobs/p/9exWAeVDM0Qt-Senior-Digital-Marketing---Real-Estate-El-Khalifa-group-Giza-Egypt?o=1834&l=sp&t=sj&a=search-v3|hpb
123,Outdoor Marketing Consultant - (Alex),Confidential ,"Alexandria, Egypt ",Full Time | Entry Level | 0 - 2 Yrs of Exp | Marketing/PR/Advertising | Sales/Retail | Outdoor Sales | Sales | sales skills | Sales Target | Real Estate | Marketing,https://wuzzuf.net/jobs/p/PhhpPo2rgwaI-Outdoor-Marketing-Consultant---Alex-Alexandria-Egypt?o=1835&l=sp&t=sj&a=search-v3|hpb
123,Foreign Procurement Electrical Engineer,Egypt Power Group ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Manufacturing/Production | Purchasing/Procurement | Engineering - Mechanical/Electrical | Electrical Engineering | Electrical | Engineering | Procurement | Purchasing | Manufacturing | ERP,https://wuzzuf.net/jobs/p/059zYpHBsir6-Foreign-Procurement-Electrical-Engineer-Egypt-Power-Group-Cairo-Egypt?o=1836&l=sp&t=sj&a=search-v3|hpb
123,HR Generalist,Marseilia ,"Sidi Gaber, Alexandria, Egypt ",Full Time | Experienced | 4 - 6 Yrs of Exp | Human Resources | Human Resources (HR) | Human Resources | Personnel | HR Generalist | HR | Microsoft Office | Recruitment | Training | HR Training,https://wuzzuf.net/jobs/p/9plSWa5ENxMV-HR-Generalist-Marseilia-Alexandria-Egypt?o=1837&l=sp&t=sj&a=search-v3|hpb
123,Site Accountant,ATRIC Developments ,"Red Sea, Egypt ",Full Time | Experienced | 2 - 3 Yrs of Exp | Accounting/Finance | accountant | SITE ACCOUNTANT | Finance | Financial Analysis | Construction | Accounting | Site,https://wuzzuf.net/jobs/p/MZoBcGTTAevc-Site-Accountant-ATRIC-Developments-Red-Sea-Egypt?o=1838&l=sp&t=sj&a=search-v3|hpb
123,Accounting Manager,Confidential ,"Cairo, Egypt ",Full Time | Manager | 8 - 12 Yrs of Exp | Accounting/Finance | Operations/Management | Accounting | Finance | Financial Analysis | Financial Management | Regulations | Technology | English,https://wuzzuf.net/jobs/p/J6bLVEogWKzm-Accounting-Manager-Cairo-Egypt?o=1839&l=sp&t=sj&a=search-v3|hpb
123,Frontend Developer - Angular+2,Obeikan Digital Solutions ,"Cairo, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Angular | CSS | HTML | JavaScript | Software Engineering | Typescript | OOP | Information Technology (IT),https://wuzzuf.net/jobs/p/iEcExg6yQhyP-Frontend-Developer---Angular2-Obeikan-Digital-Solutions-Cairo-Egypt?o=1840&l=sp&t=sj&a=search-v3|hpb
123,Retail Coordinator - Intern,Tradeline Stores ,"6th of October, Giza, Egypt ",InternshipEntry Level | females_only | Administration | Sales/Retail | Sales | Retail | English | Administration | Retail Management | Retail Operations,https://wuzzuf.net/jobs/p/AR1emqM04cup-Retail-Coordinator---Intern-Tradeline-Stores-Giza-Egypt?o=1841&l=sp&t=sj&a=search-v3|hpb
123,Interior Design Engineer,Mobica ,"Mohandessin, Giza, Egypt ",Full Time | Experienced | 2 - 4 Yrs of Exp | Engineering - Construction/Civil/Architecture | Creative/Design/Art | Interior Design | Interior | Applied Arts | AutoCAD | Fine Arts | Design | 3d max | Adobe Photoshop,https://wuzzuf.net/jobs/p/757WZwYexx2b-Interior-Design-Engineer-Mobica-Giza-Egypt?o=1842&l=sp&t=sj&a=search-v3|hpb
123,Accounts Payable Specialist,ATRIC Developments ,"Heliopolis, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Accounting/Finance | Accounting | Accounts | Accounts Payable | Finance | Payable | Administration | Business Administration | Bookkeeping | Financial Analysis,https://wuzzuf.net/jobs/p/AbHNgpFy8Ora-Accounts-Payable-Specialist-ATRIC-Developments-Cairo-Egypt?o=1843&l=sp&t=sj&a=search-v3|hpb
123,Senior Frontend Developer - Angular+2,Obeikan Digital Solutions ,"Cairo, Egypt ",Full Time | Experienced | 5+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Angular | CSS | HTML | JavaScript | Software Engineering | Typescript | OOP | Engineering,https://wuzzuf.net/jobs/p/rMeoN51yDp69-Senior-Frontend-Developer---Angular2-Obeikan-Digital-Solutions-Cairo-Egypt?o=1844&l=sp&t=sj&a=search-v3|hpb
123,Financial Manager,Nojara productions ,"Zamalek, Cairo, Egypt ",Full Time | Manager | 5 - 8 Yrs of Exp | Accounting/Finance | Operations/Management | Accounting | Financial Analysis | Financial Management | Finance | MBA | Management | Financial | Analysis,https://wuzzuf.net/jobs/p/tiF6Il5qN73i-Financial-Manager-Nojara-productions-Cairo-Egypt?o=1845&l=sp&t=sj&a=search-v3|hpb
124,Senior Backend Developer,Div Systems ,"Mokattam, Cairo, Egypt ",Full Time | Experienced | 3 - 10 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Microsoft TFS | JIRA | Github | Python | Django Framework | Communication skills | Computer Science | Information Technology (IT),https://wuzzuf.net/jobs/p/1vo1AFllEoTH-Senior-Backend-Developer-Div-Systems-Cairo-Egypt?o=1846&l=sp&t=sj&a=search-v3|hpb
124,Senior Internal Auditor - Cairo,ATRIC Developments ,"Heliopolis, Cairo, Egypt ",Full Time | Experienced | 5 - 7 Yrs of Exp | Accounting/Finance | Accounting | analytical | Auditing | Finance | Auditing standards | MS Office | Financial Analysis | Accounting Software,https://wuzzuf.net/jobs/p/F5iIi0c2GOrF-Senior-Internal-Auditor---Cairo-ATRIC-Developments-Cairo-Egypt?o=1847&l=sp&t=sj&a=search-v3|hpb
124,CNC Machine Operator,Plastic engineering company ,"Basatin, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Engineering - Mechanical/Electrical | Microsoft Office | Microsoft Word | CNC | Engineering | Mechanical Engineering,https://wuzzuf.net/jobs/p/ggYkhzFjTxUM-CNC-Machine-Operator-Plastic-engineering-company-Cairo-Egypt?o=1848&l=sp&t=sj&a=search-v3|hpb
124,Senior Front End Developer ( React JS ),Div Systems ,"Mokattam, Cairo, Egypt ",Full Time | Experienced | 2 - 6 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | React js | Redux | HTML | SVG | Nods Js | Python | Django | front-end,https://wuzzuf.net/jobs/p/O8CEsys5U3MF-Senior-Front-End-Developer-React-JS-Div-Systems-Cairo-Egypt?o=1849&l=sp&t=sj&a=search-v3|hpb
124,Communication/Computer Engineer,Enable ,"Cairo, Egypt ",Full Time | Entry Level | 0 - 2 Yrs of Exp | Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology | Troubleshooting | Computer Engineering | Information Technology (IT) | Engineering | Customer Service | computer | Computer Science,https://wuzzuf.net/jobs/p/HuPGBQ0FSw5R-CommunicationComputer-Engineer-Enable-Cairo-Egypt?o=1850&l=sp&t=sj&a=search-v3|hpb
124,Recruitment Specialist - Intern,Tradeline Stores ,"6th of October, Giza, Egypt ",InternshipEntry Level | Human Resources | Recruitment | Human Resources (HR) | internship | Microsoft Office | English,https://wuzzuf.net/jobs/p/dIg9IHIMuwVi-Recruitment-Specialist---Intern-Tradeline-Stores-Giza-Egypt?o=1851&l=sp&t=sj&a=search-v3|hpb
124,HR Generalist (Recruitment & Payroll),2s Home Wear ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 2 - 3 Yrs of Exp | Human Resources | HR | Human Resources (HR) | HR generalist | Recruitment | Payroll | ERP | Microsoft Office | Odoo | Personnel,https://wuzzuf.net/jobs/p/qUXvKaJkOYE5-HR-Generalist-Recruitment-Payroll-2s-Home-Wear-Cairo-Egypt?o=1852&l=sp&t=sj&a=search-v3|hpb
124,Senior Property Consultant - Direct Sales,UDG Developments ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 4 - 6 Yrs of Exp | Sales/Retail | Real Estate | Sales | Experience | English | sales skills | Sales Target,https://wuzzuf.net/jobs/p/x1klwfUN71lI-Senior-Property-Consultant---Direct-Sales-UDG-Developments-Cairo-Egypt?o=1853&l=sp&t=sj&a=search-v3|hpb
124,Indoor Sales Representative - Alexandria,Gold's Gym Alexandria club  ,"Smouha, Alexandria, Egypt ",Full Time | Experienced | 2+ Yrs of Exp | Customer Service/Support | Sales/Retail | Marketing | Customer Service | Customer Support | Customer Care | Sales | Sales Skills | Sales Target | Indoor Sales,https://wuzzuf.net/jobs/p/zBc1UVCmLtwh-Indoor-Sales-Representative---Alexandria-Golds-Gym-Alexandria-club-Alexandria-Egypt?o=1854&l=sp&t=sj&a=search-v3|hpb
124,Customer Support Manager,Virtual Worker Now ,"Cairo, Egypt ",Full Time | Work From HomeManager | 2+ Yrs of Exp | Customer Service/Support | Customer Care | Customer | Customer Support | Customer Support Manager | Customer Service | Customer Satisfaction,https://wuzzuf.net/jobs/p/OKNNFpNWTJQz-Customer-Support-Manager-Virtual-Worker-Now-Cairo-Egypt?o=1855&l=sp&t=sj&a=search-v3|hpb
124,React Native Mobile Developer,Eastern Enterprise ,"Cairo, Egypt ",Full Time | Work From HomeExperienced | 5 - 8 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | React Native | Android | Information Technology (IT) | Software Development | React | JavaScript | Git | Software Engineering,https://wuzzuf.net/jobs/p/vVZ26j9yHPzg-React-Native-Mobile-Developer-Eastern-Enterprise-Cairo-Egypt?o=1856&l=sp&t=sj&a=search-v3|hpb
124,Account Executive,Gamers Lounge ,"New Cairo, Cairo, Egypt ",Full Time | Work From HomeExperienced | 3 - 5 Yrs of Exp | Business Development | Marketing/PR/Advertising | Sales/Retail | Account Executive | Account Management | Project Management | Sales | Sales Skills | Invoicing,https://wuzzuf.net/jobs/p/8Az2YLoDFL18-Account-Executive-Gamers-Lounge-Cairo-Egypt?o=1857&l=sp&t=sj&a=search-v3|hpb
124,Site Senior Engineer,Hyde Park  ,"North Coast, Alexandria, Egypt ",Full Time | Experienced | 8 - 10 Yrs of Exp | Engineering - Construction/Civil/Architecture | Civil Engineering | Civil | Engineering | Project | AutoCAD | Site Engineering,https://wuzzuf.net/jobs/p/sxlPZB6S99cL-Site-Senior-Engineer-Hyde-Park-Alexandria-Egypt?o=1858&l=sp&t=sj&a=search-v3|hpb
124,Software Development Engineer,zCloud Consultancy ,"Dubai, United Arab Emirates ",Full Time | Work From HomeExperienced | 2 - 4 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | PHP | JavaScript | Computer Science | technical | Programming | Software | .Net | .Net Framework,https://wuzzuf.net/jobs/p/BVfgJFTiXgld-Software-Development-Engineer-zCloud-Consultancy-Dubai-United-Arab-Emirates?o=1859&l=sp&t=sj&a=search-v3|hpb
124,Senior .NET Developer,Johnson Controls ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | API | Computer Science | Information Technology (IT) | NET | Software Development | Software Engineering,https://wuzzuf.net/jobs/p/2pQS5s4l1ihO-Senior-NET-Developer-Johnson-Controls-Cairo-Egypt?o=1860&l=sp&t=sj&a=search-v3|hpb
125,Social Media Moderation Team Leader,Confidential ,"New Cairo, Cairo, Egypt ",Full Time | Manager | 2+ Yrs of Exp | Customer Service/Support | Marketing/PR/Advertising | Media/Journalism/Publishing | Social Media | Marketing | E-Marketing | English | Social Media Moderation,https://wuzzuf.net/jobs/p/dvEuBAMdD959-Social-Media-Moderation-Team-Leader-Cairo-Egypt?o=1861&l=sp&t=sj&a=search-v3|hpb
125,Mechanical Maintenance Engineer,SAVOLA ,"10th of Ramadan City, Cairo, Egypt ",Full Time | Experienced | 3 - 5 Yrs of Exp | Installation/Maintenance/Repair | Engineering - Mechanical/Electrical | Engineering | FMCG | Mechanical Engineering | Maintenance | Mechanical,https://wuzzuf.net/jobs/p/gORXy8W4mWeR-Mechanical-Maintenance-Engineer-SAVOLA-Cairo-Egypt?o=1862&l=sp&t=sj&a=search-v3|hpb
125,Media Buyer-US Account,Options ,"Mohandessin, Giza, Egypt ",Full Time | Work From HomeEntry Level | 1 - 5 Yrs of Exp | Marketing/PR/Advertising | Sales/Retail | HTML | Marketing | English | E-Marketing | Digital Marketing,https://wuzzuf.net/jobs/p/A892d1uXfyTF-Media-Buyer-US-Account-Options-Giza-Egypt?o=1863&l=sp&t=sj&a=search-v3|hpb
125,Graphic Designer,Selah ElTelmeez For Publishing & printing ,"Obour City, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Creative/Design/Art | Marketing/PR/Advertising | Graphic Design | Design | Art | Applied Arts | Fine Arts | Painting | Adobe Photoshop | Computer Skills,https://wuzzuf.net/jobs/p/Py6zICL3rElJ-Graphic-Designer-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt?o=1864&l=sp&t=sj&a=search-v3|hpb
125,Project Manager,LxT ,"Mohandessin, Giza, Egypt ",Full Time | Experienced | 5 - 8 Yrs of Exp | IT/Software Development | Project/Program Management | Project Management | Operations Management | Information Technology (IT) | Project Manager | Service Delivery | Sourcing | Budgeting | Project Cost Control,https://wuzzuf.net/jobs/p/eU5hYe3JRrNP-Project-Manager-LxT-Giza-Egypt?o=1865&l=sp&t=sj&a=search-v3|hpb
125,Construction Project Manager‐ Architect/Civil,Vow Developments ,"New Cairo, Cairo, Egypt ",Full Time | Manager | 15+ Yrs of Exp | Engineering - Construction/Civil/Architecture | Project/Program Management | Architecture | Civil Engineering | Commercial | Communication | Communication skills | Construction | Engineering | Civil,https://wuzzuf.net/jobs/p/y5PBPnFzuvDL-Construction-Project-Manager‐-ArchitectCivil-Vow-Developments-Cairo-Egypt?o=1866&l=sp&t=sj&a=search-v3|hpb
125,Accountant,Ultra Dental Care and Esthetics ,"6th of October, Giza, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Accounting/Finance | Banking | Accounting | Finance | Financial Analysis | Financial Management,https://wuzzuf.net/jobs/p/DpaD4IzUYqWL-Accountant-Ultra-Dental-Care-and-Esthetics-Giza-Egypt?o=1867&l=sp&t=sj&a=search-v3|hpb
125,Senior Media Buyer,Alarabia Group ,"10th of Ramadan City, Cairo, Egypt ",Full Time | Experienced | 4 - 6 Yrs of Exp | Marketing/PR/Advertising | Media/Journalism/Publishing | Digital Marketing | Digital | E-Marketing | Marketing | Social Media | Ads | campaigns | facebook,https://wuzzuf.net/jobs/p/PhdOimFqtPAh-Senior-Media-Buyer-Alarabia-Group-Cairo-Egypt?o=1868&l=sp&t=sj&a=search-v3|hpb
125,UI/UX Developer,DevartLab ,"New Cairo, Cairo, Egypt ",Full Time | Experienced | 2 - 6 Yrs of Exp | Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology | ui | UX | Information Technology (IT) | Design | HTML | Wireframes | Adobe XD,https://wuzzuf.net/jobs/p/SXL2eNRSHkZy-UIUX-Developer-DevartLab-Cairo-Egypt?o=1869&l=sp&t=sj&a=search-v3|hpb
125,Customer Service Receptionist,Ultra Dental Care and Esthetics ,"6th of October, Giza, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Customer Service/Support | Sales/Retail | Customer Service | Sales | Admin | Clinics | Customer Care | Communication | Customer Support,https://wuzzuf.net/jobs/p/Yh8ypkO8aJrX-Customer-Service-Receptionist-Ultra-Dental-Care-and-Esthetics-Giza-Egypt?o=1870&l=sp&t=sj&a=search-v3|hpb
125,Technical Support Engineer,Misr International Systems ,"6th of October, Giza, Egypt ",Full Time | Experienced | 4 - 5 Yrs of Exp | Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology | Technical Support | Customer Support | Customer Service | Customer Care | Communication Skills | Coordination | technical,https://wuzzuf.net/jobs/p/iUGHbH5Ue0qb-Technical-Support-Engineer-Misr-International-Systems-Giza-Egypt?o=1871&l=sp&t=sj&a=search-v3|hpb
125,Corporate Sales Executive,Friendy Car ,"Maadi, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Customer Service/Support | Sales/Retail | sales skills | Corporate | Corporate Sales | Customer Service | MS Office | Sales | Sales Target | Communication,https://wuzzuf.net/jobs/p/6uwt2IMN5ahL-Corporate-Sales-Executive-Friendy-Car-Cairo-Egypt?o=1872&l=sp&t=sj&a=search-v3|hpb
125,Pre-Sales Security Engineer,Misr International Systems ,"6th of October, Giza, Egypt ",Full Time | Entry Level | 3+ Yrs of Exp | males_preferred | Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology | Presales | Engineering | Computer Engineering | Fortinet | Cisco | Symantec | DLP,https://wuzzuf.net/jobs/p/Rny6fUkrU56F-Pre-Sales-Security-Engineer-Misr-International-Systems-Giza-Egypt?o=1873&l=sp&t=sj&a=search-v3|hpb
125,Security Engineer,Misr International Systems ,"Giza, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | males_preferred | IT/Software Development | Quality | Engineering - Telecom/Technology | CCNA | CCNP | Computer Science | Engineering | Information Technology (IT) | Infrastructure | Presales,https://wuzzuf.net/jobs/p/4GFRUpOiPBLa-Security-Engineer-Misr-International-Systems-Giza-Egypt?o=1874&l=sp&t=sj&a=search-v3|hpb
125,IT Sales Engineer,Misr International Systems ,"Smart Village, Giza, Egypt ",Full Time | Experienced | 4+ Yrs of Exp | males_preferred | IT/Software Development | Sales/Retail | Engineering - Telecom/Technology | MBA | Sales | Marketing | Sales Skills | Sales Target | Computer Science | Electronics,https://wuzzuf.net/jobs/p/5pShEqvHM8ef-IT-Sales-Engineer-Misr-International-Systems-Giza-Egypt?o=1875&l=sp&t=sj&a=search-v3|hpb
126,Supply Chain Manager,Confidential ,"10th of Ramadan City, Cairo, Egypt ",Full Time | Manager | 15 - 20 Yrs of Exp | Logistics/Supply Chain | Operations/Management | Purchasing/Procurement | Procurement | Logistics | Purchasing | supply chain management | Supply Chain | SAP,https://wuzzuf.net/jobs/p/qMC2aLcvtUNc-Supply-Chain-Manager-Cairo-Egypt?o=1876&l=sp&t=sj&a=search-v3|hpb
126,Architecture Technical Office Engineer,Major for Construction and Decoration ,"Sheraton, Cairo, Egypt ",Full Time | Experienced | 4 - 10 Yrs of Exp | Engineering - Construction/Civil/Architecture | Architecture | Engineering | Construction | AutoCAD | Technical Office | Architectural Engineering | Technical Office Engineering,https://wuzzuf.net/jobs/p/I21ri3n1zKKf-Architecture-Technical-Office-Engineer-Major-for-Construction-and-Decoration-Cairo-Egypt?o=1877&l=sp&t=sj&a=search-v3|hpb
126,Python Tech Lead,Eastern Enterprise ,"Cairo, Egypt ",Full Time | Work From HomeManager | 8 - 12 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Information Technology (IT) | Git | Python | Programming | Software Development | Computer Science | Design | AWS,https://wuzzuf.net/jobs/p/T2ShpO8q8U6v-Python-Tech-Lead-Eastern-Enterprise-Cairo-Egypt?o=1878&l=sp&t=sj&a=search-v3|hpb
126,Junior Software Developer - Full Stack PHP,Confidential ,"Cairo, Egypt ",Full Time | Experienced | 2+ Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | software | php | laravel | software development | junior developer,https://wuzzuf.net/jobs/p/04zzmdP9jyXU-Junior-Software-Developer---Full-Stack-PHP-Cairo-Egypt?o=1879&l=sp&t=sj&a=search-v3|hpb
126,Sales Advisor - October,XPRS ,"6th of October, Giza, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Customer Service/Support | Sales/Retail | Negotiation | Customer Service | Sales Target | Sales | Apple | Android | iOS | Computer Skills,https://wuzzuf.net/jobs/p/SKK5OKPCK7uI-Sales-Advisor---October-XPRS-Giza-Egypt?o=1880&l=sp&t=sj&a=search-v3|hpb
126,Cashier - New Cairo,XPRS ,"Cairo, Egypt ",Full Time | Entry Level | 1 - 2 Yrs of Exp | males_only | Accounting/Finance | Sales/Retail | Accounting | Cashier | Commerce | Communication skills | English | Finance | Retail,https://wuzzuf.net/jobs/p/vqabglh5XwvU-Cashier---New-Cairo-XPRS-Cairo-Egypt?o=1881&l=sp&t=sj&a=search-v3|hpb
126,IT Specialist,Confidential ,"Obour City, Cairo, Egypt ",Full Time | Experienced | 2 - 4 Yrs of Exp | Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology | Information Technology (IT) | Computer Engineering | Technical Support | Maintenance | Troubleshooting | ERP | Microsoft Dynamics,https://wuzzuf.net/jobs/p/nCT7BOemd9db-IT-Specialist-Cairo-Egypt?o=1882&l=sp&t=sj&a=search-v3|hpb
126,Product Owner,Reach ,"New Cairo, Cairo, Egypt ",Full Time | Work From HomeExperienced | 3 - 5 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | Agile | Computer Science | Information Technology (IT) | Software Development | Product | Product Owner | Management | Product Management,https://wuzzuf.net/jobs/p/625ZiYU4ISzs-Product-Owner-Reach-Cairo-Egypt?o=1883&l=sp&t=sj&a=search-v3|hpb
126,Technical Lead,Reach ,"New Cairo, Cairo, Egypt ",Full Time | Work From HomeManager | 4 - 7 Yrs of Exp | IT/Software Development | Engineering - Telecom/Technology | AWS | Computer Science | Engineering | Information Technology (IT) | Laravel | Node Js | Node.js | React,https://wuzzuf.net/jobs/p/J0CgEPWxy3tN-Technical-Lead-Reach-Cairo-Egypt?o=1884&l=sp&t=sj&a=search-v3|hpb
126,Telesales Executive,Friendy Car ,"Maadi, Cairo, Egypt ",Full Time | Entry Level | 1 - 3 Yrs of Exp | Customer Service/Support | Sales/Retail | Sales | Customer Service | Communication | Software | Telesales | CRM Software | CRM | sales skills,https://wuzzuf.net/jobs/p/jY5l46PsCwnc-Telesales-Executive-Friendy-Car-Cairo-Egypt?o=1885&l=sp&t=sj&a=search-v3|hpb
126,Financial Auditor,Ocean Blue Heliopolis ,"Heliopolis, Cairo, Egypt ",Full Time | Experienced | 3 - 7 Yrs of Exp | Accounting/Finance | Accounting | Finance | Financial Analysis | Financial Management | MS,https://wuzzuf.net/jobs/p/xPmcuTtGS8El-Financial-Auditor-Ocean-Blue-Heliopolis-Cairo-Egypt?o=1886&l=sp&t=sj&a=search-v3|hpb
126,Accountant,iSpark Egypt ,"New Cairo, Cairo, Egypt ",Full Time | Entry Level | 0 - 1 Yrs of Exp | Accounting/Finance | Accounting | Finance | Financial Analysis | Financial Management | English | Commerce,https://wuzzuf.net/jobs/p/cE44c5Gqa9Hk-Accountant-iSpark-Egypt-Cairo-Egypt?o=1887&l=sp&t=sj&a=search-v3|hpb
126,.Net Developer,Smartpan ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 2+ Yrs of Exp | Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology | Computer Science | C# | .NET | Web Development | VS 2013 | VS 2015 | MVC,https://wuzzuf.net/jobs/p/naOgEVrxrEe8-Net-Developer-Smartpan-Cairo-Egypt?o=1888&l=sp&t=sj&a=search-v3|hpb
126,Sales Account Executive,3S Software ,"Nasr City, Cairo, Egypt ",Full Time | Experienced | 2 - 5 Yrs of Exp | Business Development | IT/Software Development | Sales/Retail | sales skills | Communication | security Solutions | Negotiation | Sales | Sales Target | Selling,https://wuzzuf.net/jobs/p/r8P6MpjfYuiO-Sales-Account-Executive-3S-Software-Cairo-Egypt?o=1889&l=sp&t=sj&a=search-v3|hpb
126,Employee Engagement Specialist - Cairo,AsSalam International Hospital ,"Maadi, Cairo, Egypt ",Full Time | Experienced | 3+ Yrs of Exp | Human Resources | Employee Engagement | Employee Relations | Human Resources (HR) | English,https://wuzzuf.net/jobs/p/W3JNHUv3yiWn-Employee-Engagement-Specialist---Cairo-As-Salam-International-Hospital-Cairo-Egypt?o=1890&l=sp&t=sj&a=search-v3|hpb
127,Site Manager,XERVON  Egypt ,"Cairo, Egypt ",Full Time | Manager | 5 - 8 Yrs of Exp | Engineering - Construction/Civil/Architecture | Project/Program Management | English | Construction | Project Management | Management | Engineering | Project | AutoCAD | Communication,https://wuzzuf.net/jobs/p/hKjjvn9UoZsf-Site-Manager-XERVON-Egypt-Cairo-Egypt?o=1891&l=sp&t=sj&a=search-v3|hpb
